,title,description,awards,genre,book_id,language_code,num_pages,author,number_of_ratings,rating,publisher,year,text_reviews_count,Movie
1738,TheUltimateGift,"What would you do to inherit a million dollars? Would you be willing to change your life? Jason Stevens is about to find out in Jim Stovall's The Ultimate Gift.Red Stevens has died, and the older members of his family receive their millions with greedy anticipation. But a different fate awaits young Jason, whom Stevens, his great-uncle, believes may be the last vestige of hope in the family.""Although to date your life seems to be a sorry excuse for anything I would call promising, there does seem to be a spark of something in you that I hope we can fan into a flame. For that reason, I am not making you an instant millionaire.""What Stevens does give Jason leads to The Ultimate Gift. Young and old will take this timeless tale to heart.",0,['Fiction'],361396,English,162pages,Jim Stovall,7089,3.87, David C. Cook,June15th2001,1205,yes
1739,OutsideOverThere,,3,['Childrens'],120711,English,40pages,Maurice Sendak,3512,3.9, HarperCollins,February28th1989,441,yes
1740,Inkheart,"Alternate cover edition: 9780439709101From internationally acclaimed storyteller Cornelia Funke, this bestselling, magical epic is now out in paperback!One cruel night, Meggie's father reads aloud from a book called INKHEART-- and an evil ruler escapes the boundaries of fiction and lands in their living room. Suddenly, Meggie is smack in the middle of the kind of adventure she has only read about in books. Meggie must learn to harness the magic that has conjured this nightmare. For only she can change the course of the story that has changed her life forever.This is INKHEART--a timeless tale about books, about imagination, about life. Dare to read it aloud.",9,['Fantasy'],28194,English,563pages,Cornelia Funke,367835,3.88, Scholastic Paperbacks,May1st2005,12040,yes
1741,TheAmityvilleHorror,"In December 1975, the Lutz family moved into their new home on suburban Long Island. George and Kathleen Lutz knew that, one year earlier, Ronald DeFeo had murdered his parents, brothers, and sisters in the house, but the property—complete with boathouse and swimming pool—and the price were too good to pass up.Twenty-eight days later, the entire Lutz family fled in terror.This is the spellbinding, best-selling, true story that gripped the nation—the story of a house possessed by evil spirits, haunted by psychic phenomena almost too terrible to describe.",1,['Horror'],325534,English,269pages,Jay Anson,106254,3.85, Bantam ,1977,2529,yes
1742,Passchendaele:TheUntoldStory,"No conflict of the Great War excites stronger emotions than the war in Flanders in the autumn of 1917, and no name better encapsulates the horror and apparent futility of the Western Front than Passchendaele. By its end there had been 275,000 Allied and 200,000 German casualties. Yet the territorial gains made in four desperate months were won back by Germany in only three days the following March.",0,['Military'],997562,English,237pages,Robin Prior,57,3.91, Yale University Press,July24th1996,7,yes
1743,MasterandCommander,"As the Royal Navy takes part in the wars against Napoleonic France, young Jack Aubrey receives his first command, the small, old, and slow HMS Sophie. Accompanied by his eccentric new friend, the physician and naturalist Stephen Maturin, Aubrey does battle with the naval hierarchy, with his own tendency to make social blunders, and with the challenges of forging an effective crew -- before ultimately taking on enemy ships in a vivid, intricately detailed series of sea battles.",1,['Historical'],77430,English,464pages,Patrick O'Brian,48020,4.07, W. W. Norton  Company,August17th1990,3257,yes
1744,Nim'sIsland,"A girl. An iguana. An island. And e-mail. Meet Nim–a modern-day Robinson Crusoe! She can chop down bananas with a machete, climb tall palm trees, and start a fire with a piece of glass. So she’s not afraid when her scientist dad sails off to study plankton for three days, leaving her alone on their island. Besides, it’s not as if no one’s looking after her–she’s got a sea lion to mother her and an iguana for comic relief. She also has an interesting new e-mail pal. But when her father’s cell-phone calls stop coming and disaster seems near, Nim has to be stronger and braver than she’s ever been before.And she’ll need all her friends to help her.",1,['Adventure'],447026,English,128pages,Wendy Orr,3928,3.87, Yearling,June11th2002,492,yes
1745,TheHunger,,0,['Horror'],201547,English,384pages,Whitley Strieber,3251,3.74, Pocket Books,May22nd2001,159,yes
1746,"CalltheMidwife:AMemoirofBirth,Joy,andHardTimes",,0,['Nonfiction'],15810860,English,340pages,Jennifer Worth,56915,4.18, Penguin Books,August29th2012,6448,yes
1747,Freakonomics:ARogueEconomistExplorestheHiddenSideofEverything,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life-; from cheating and crime to sports and child rearing-; and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives-; how people get what they want, or need, especially when other people want or need the same thing. In ""Freakonomics,"" they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and-; if the right questions are asked-; is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to seethrough all the clutter.""Freakonomics"" establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But ""Freakonomics"" can provide more than that. It will literally redefine the way we view the modern world.(front flap)",3,['Nonfiction'],49174,English,242pages,Steven D. Levitt,706055,3.98, William Morrow,April25th2005,16291,yes
1748,TheJoyLuckClub,"Four mothers, four daughters, four families, whose histories shift with the four winds depending on who's telling the stories. In 1949, four Chinese women, recent immigrants to San Francisco, meet weekly to play mahjong and tell stories of what they left behind in China. United in loss and new hope for their daughters' futures, they call themselves the Joy Luck Club. Their daughters, who have never heard these stories, think their mothers' advice is irrelevant to their modern American lives – until their own inner crises reveal how much they've unknowingly inherited of their mothers' pasts. With wit and sensitivity, Amy Tan examines the sometimes painful, often tender, and always deep connection between mothers and daughters. As each woman reveals her secrets, trying to unravel the truth about her life, the strings become more tangled, more entwined. Mothers boast or despair over daughters, and daughters roll their eyes even as they feel the inextricable tightening of their matriarchal ties. Tan is an astute storyteller, enticing readers to immerse themselves into these lives of complexity and mystery.",6,['Fiction'],7763,English,288pages,Amy Tan,596947,3.93, Penguin Group,September21st2006,9218,yes
1749,HerbertWest:ReanimatorandOtherStories,"The first horrible incident of our acquaintance was the greatest shock I ever experienced, and it is only with reluctance that I repeat it. As I have said, it happened when we were in the medical school1 where West had already made himself notorious through his wild theories on the nature of death and the possibility of overcoming it artificially. His views, which were widely ridiculed by the faculty and by his fellow-students, hinged on the essentially mechanistic nature of life; and concerned means for operating the organic machinery of mankind by calculated chemical action after the failure of natural processes. In his experiments with various animating solutions, he had killed and treated immense numbers of rabbits, guinea-pigs, cats, dogs, and monkeys, till he had become the prime nuisance of the college. Several times he had actually obtained signs of life in. animals supposedly dead; in many cases violent sign5; but he soon saw that the perfection of his process, if indeed possible, would necessarily involve a lifetime of research. It likewise became clear that, since the same solution never worked alike on different organic species, he would require human subjects for further and more specialised progress. It was here that he first came into conflict with the college authorities, and was debarred from future experiments by no less a dignitary than the dean of the medical school himself -- the learned and benevolent Dr. Allan Halsey, whose work in behalf of the stricken is recalled by every old resident of Arkham. I had always been exceptionally tolerant of West’s pursuits, and we frequently discussed his theories, whose ramifications and corollaries were almost infinite. Holding with Haeckel that all life is a chemical and physical process, and that the so-called ""soul"" is a myth, my friend believed that artificial reanimation of the dead can depend only on the condition of the tissues; and that unless actual decomposition has set in, a corpse fully equipped with organs may with suitable measures be set going again in the peculiar fashion known as life. That the psychic or intellectual life might be impaired by the slight deterioration of sensitive brain-cells which even a short period of death would be apt to cause, West fully realised. It had at first been his hope to find a reagent which would restore vitality before the actual advent of death, and only repeated failures on animals had shewn him that the natural and artificial life-motions were incompatible. He then sought extreme freshness in his specimens, injecting his solutions into the blood immediately after the extinction of life. It was this circumstance which made the professors so carelessly sceptical, for they felt that true death had not occurred in any case. They did not stop to view the matter closely and reasoningly. It was not long after the faculty had interdicted his work that West confided to me his resolution to get fresh human bodies in some manner, and continue in secret the experiments he could no longer perform openly. To hear him discussing ways and means was rather ghastly, for at the college we had never procured anatomical specimens ourselves. Whenever the morgue proved inadequate, two local negroes attended to this matter, and they were seldom questioned. West was then a small, slender, spectacled youth with delicate features, yellow hair, pale blue eyes, and a soft voice, and it was uncanny to hear him dwelling on the relative merits of Christchurch Cemetery and the potter’s field. We finally decided on the potter’s field, because practically every body in Christchurch was embalmed; a thing of course ruinous to West’s researches.",0,['Horror'],2598931,English,172pages,H.P. Lovecraft,161,3.98, Kessinger Publishing,June1st2004,11,yes
1750,TinkerTailorSoldierSpy,"The Barnes Noble Review: Tinker, Tailor, Soldier, Spy, which first appeared in 1974, is arguably Le Carré's masterpiece and is surely one of the great spy novels of the 20th century. Loosely inspired by the career of Kim Philby, a Russian double agent who worked his way into the upper reaches of the British Secret Service, Tinker, Tailor tells the story of donnish, unprepossessing master spy George Smiley and his quest to identify the ""mole"" -- the deep-penetration agent -- who has turned Britain's Intelligence Service (commonly known as the Circus) inside out.Rumors of the mole's existence had circulated through the corridors of power for years and contributed to the disgrace -- and ultimate demise -- of ""Control,"" Smiley's mentor and the nameless former leader of the Circus. As the primary narrative opens, Smiley is recalled from his restless, unhappy retirement when a renegade British agent unearths corroborative evidence that the mole -- Code Name Gerald, identity unknown -- really does exist, and has sabotaged countless British intelligence initiatives and betrayed innumerable agents. In the face of all this, a panicked Whitehall minister enlists Smiley's aid, charging him to ""go backwards, go forwards, do whatever is necessary...to clean the stables,"" and to put the elusive Gerald out of business.Internal evidence suggests that Gerald -- who is run by Smiley's opposite number in Moscow Centre, the legendary Karla -- is one of four highly placed Circus officials: Percy Alleline, the slick, ambitious politician who has inherited Control s position as Chief of Intelligence Operations; Roy Bland, a former left-wing intellectual recruited into the Service by Smiley himself; Toby Esterhase, a hard-edged Hungarian eacute;migreacute; with ambitions of his own; and Bill Haydon, a dashing, romantic figure -- the Circus's own Lawrence of Arabia -- who was formerly the lover of Lady Ann Smiley, George's promiscuous wife. For all its inherent drama -- and this really is an enthralling novel -- Tinker, Tailor, Soldier, Spy is a quiet, leisurely, almost bloodless book, a hugely elaborate paper chase whose central investigation proceeds by means of interviews, research, and reflection. When he isn't poring over the drab, endless documentation of the Circus bureaucracy, Smiley -- sometimes alone, sometimes in the company of former colleague Peter Guillam -- solicits the memories of a large cast of secondary characters, many of whom strayed uncomfortably close to the secret of Gerald s existence and were punished accordingly. Included among them are Connie Sachs, an eccentric Oxford don and the former resident expert on Soviet Intelligence; Sam Collins, a Circus veteran who finds himself in the wrong place on the wrong night; and Jerry Westerby, a journalist and Circus irregular who will go on to serve as the eponymous hero of le Carré's subsequent novel The Honourable Schoolboy. These and more than a dozen other supporting players are brought to life through the Dickensian flair for characterization that is one of le Carré's most distinctive qualities.In the end, two crucial Circus operations provide Smiley with the evidence he needs to unmask a traitor. One is Operation Witchcraft, which was designed to accommodate the nameless Russian source known as Merlin, whose steady stream of high-grade intelligence may be too good to be true. The other is Operation Testify, Control s desperate, last-ditch attempt to identify the mole. Testify ended in disaster more than a year before the story begins, with Control discredited, the Circus disgraced, and a blindly loyal British agent named Jim Prideaux shot, captured, and nearly killed. Slowly, with great deliberation, Smiley picks up the threads of these very different operations and follows them through the labyrinth to a startling, but inevitable, revelation.Tinker, Tailor, Soldier, Spy may be the most influential, widely imitated spy novel of modern times. For years after its publication, an endless procession of novels dealing with the unmasking of Soviet moles flooded the marketplace. Some of them -- Len Deighton's Berlin Game, Bryan Forbes's The Endless Game, John Gardner's The Garden of Weapons -- were actually rather good, but none of them came close to equaling le Carré's achievement, which set an exacting, perhaps impossible, standard. Le Carré's many virtues -- his faultless deployment of atmosphere and language; his ability to convey the inner workings of an arcane, insular profession; his profligate sense of character; his profound grasp of the moral ambiguities endemic to life in ""the secret world"" -- are fully evident here, and seem as fresh and compelling today as they seemed more than 25 years ago. If you ve never read this amazing book, I urge you to do so now. Tinker, Tailor, Soldier, Spy is a world-class entertainment and an important, enduring novel, one of the few legitimate classics to arise from its highly specialized field. --Bill Sheehan",0,['Fiction'],11821566,English,381pages,John le Carré,73081,4.04, Penguin Books,October5th2011,4004,yes
1751,LePetitPrince,,1,['Sequential Art'],3704500,French,110pages,Joann Sfar,6332,4.26, Gallimard,September18th2008,355,yes
1752,ARiverRunsThroughIt,"From its first magnificent sentence, ""In our family, there was no clear line between religion and fly fishing,"" to the last, ""I am haunted by waters,"" ""A River Runs Through It"" is an American classic.Based on Norman Maclean's childhood experiences, ""A River Runs Through It"" has established itself as one of the most moving stories of our time; it captivates readers with vivid descriptions of life along Montana's Big Blackfoot River and its near magical blend of fly fishing with the troubling affections of the heart.This handsome edition is designed and illustrated by Barry Moser. There are thirteen two-color wood engravings.Norman Maclean (1902-90), woodsman, scholar, teacher, and storyteller, grew up in the Western Rocky Mountains of Montana and worked for many years in logging camps and for the United States Forestry Service before beginning his academic career. He retired from the University of Chicago in 1973.",0,['Fiction'],38300,English,168pages,Norman Maclean,7651,4.18, University of Chicago Press,May15th1989,495,yes
1753,ThePositronicMan,"Powerful and haunting, The Positronic Man is an unforgettable novel that redefines Isaac Asimov's and Robert Silverberg's place among the greatest science fiction authors of all time.In the twenty-first century the creation of the positronic brain leads to the development of robot laborers and revolutionizes life on Earth. But to the Martin family, their household robot NDR-113 is more than a trusted friend, a confidant, a member of the family. For through some unknown manufacturing glitch, Andrew has been blessed with a capacity for love and a drive toward self-awareness and devlopment that are almost...human.But almost is not enough. Andrew's dream is to become fully human. Facing human prejudice, the laws of robotics, and his own mechanical limitations, Andrew will use science and law in his quest for the impossible, arriving at last at a terrifying choice: to make his dream a reality, he must pay the ultimate price.",1,['Science Fiction'],898734,English,259pages,Isaac Asimov,5752,4.1, DoubleDay,October1st1993,199,yes
1754,Drive,"Set mostly in Arizona and L.A., Drive is about a man who does stunt driving for movies by day and drives for criminals at night. Sallis combines murder, treachery and payback in a sinister plot with resonances of 1940s pulp fiction and film noir. Told through a cinematic narrative that weaves back and forth through time and place, the story explores Driver's near existential moral foundations, intercut with moments of bloody violence.",1,['Fiction'],176378,English,168pages,James Sallis,7409,3.47, Mariner Books,September5th2006,811,yes
1755,OnChesilBeach,"A novel of remarkable depth and poignancy from one of the most acclaimed writers of our time.It is July 1962. Florence is a talented musician who dreams of a career on the concert stage and of the perfect life she will create with Edward, an earnest young history student at University College of London, who unexpectedly wooed and won her heart. Newly married that morning, both virgins, Edward and Florence arrive at a hotel on the Dorset coast. At dinner in their rooms they struggle to suppress their worries about the wedding night to come. Edward, eager for rapture, frets over Florence’s response to his advances and nurses a private fear of failure, while Florence’s anxieties run deeper: she is overcome by sheer disgust at the idea of physical contact, but dreads disappointing her husband when they finally lie down together in the honeymoon suite. Ian McEwan has caught with understanding and compassion the innocence of Edward and Florence at a time when marriage was presumed to be the outward sign of maturity and independence. On Chesil Beach is another masterwork from McEwan—a story of lives transformed by a gesture not made or a word not spoken.",4,['Fiction'],815309,English,166pages,Ian McEwan,75580,3.59, Jonathan Cape,March23rd2007,Unavailable,yes
1756,LegendsoftheFall,"'Legends of the Fall, an epic tale of three brothers and their lives of passion, madness, exploration and danger at the beginning of the Great War, confirms Jim Harrison's reputation as one of the finest American writers of his generation. This magnificent trilogy also contains two other superb short novels. In Revenge, love causes the course of a man's life to be savagely and irrevocably altered. Nordstrom, in The Man Who Gave up his Name, is unable to relinquish his consuming obsessions with women, dancing and food.'",0,['Fiction'],395397,English,276pages,Jim Harrison,9218,4.06, Delta,April15th1980,553,yes
1757,TheMalteseFalcon,"Sam Spade is hired by the fragrant Miss Wonderley to track down her sister, who has eloped with a louse called Floyd Thursby. But Miss Wonderley is in fact the beautiful and treacherous Brigid O'Shaughnessy, and when Spade's partner Miles Archer is shot while on Thursby's trail, Spade finds himself both hunter and hunted: can he track down the jewel-encrusted bird, a treasure worth killing for, before the Fat Man finds him?",3,['Mystery'],29999,English,213pages,Dashiell Hammett,88989,3.9, Orion,March1st2005,4901,yes
1758,"Where'dYouGo,Bernadette","Bernadette Fox has vanished.When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. Where'd You Go Bernadette is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.",3,['Fiction'],13526165,English,330pages,Maria Semple,478645,3.89," Little, Brown and Company",August14th2012,42952,yes
1759,58Minutes," This novel was the basis for the 1990 film Die Hard 2. Traffic is heavy at Kennedy International; all along the East Coast airports have been shut down because of a blizzard. Now, nineteen planes are circling, waiting to put down before Kennedy, too, is forced to close. Then a man identifying himself as Number One calls the tower...on an unlisted number. The storm is suddenly beyond the point as the tower goes dark. There are fifty-eight minutes left before the first plane runs out of fuel, and no place available for diversion. Against the inexorable and deadly ticking of the clock a police captain must find out who and how...and stop him before the carnage begins.",0,['Thriller'],2893493,English,260pages,Walter Wager,291,3.56, Tor Books,July15th1989,34,yes
1760,"ScottPilgrim,Volume6:ScottPilgrim'sFinestHour","It's finally here! Six years and almost one-thousand pages have all led to this epic finale! With six of Ramona's seven evil exes dispatched, it should be time for Scott Pilgrim to face Gideon Graves, the biggest and baddest of her former beaus. But didn't Ramona take off at the end of Book 5? Shouldn't that let Scott off the hook? Maybe it should, maybe it shouldn't, but one thing is for certain—all of this has been building to SCOTT PILGRIM'S FINEST HOUR!",1,['Sequential Art'],7904429,English,245pages,Bryan Lee O'Malley,36627,4.42, Oni Press,July20th2010,1421,yes
1761,TheTurnoftheScrew,"A very young woman's first job: governess for two weirdly beautiful, strangely distant, oddly silent children, Miles and Flora, at a forlorn estate...An estate haunted by a beckoning evil.Half-seen figures who glare from dark towers and dusty windows- silent, foul phantoms who, day by day, night by night, come closer, ever closer. With growing horror, the helpless governess realizes the fiendish creatures want the children, seeking to corrupt their bodies, possess their minds, own their souls...But worse-much worse- the governess discovers that Miles and Flora have no terror of the lurking evil.For they want the walking dead as badly as the dead want them.",0,['Classics'],12948,English,121pages,Henry James,101526,3.43, Penguin,1994,7724,yes
1762,TheYearofLivingDangerously,"The year is 1965. The fiercely nationalistic government of the god-king Sukarno has brought Indonesia to the brink of chaos. Engulfed in the violence are Guy Hamilton, a Western journalist; Billy Kwan, his Chinese-Australian cameraman; and the young British woman they both love. Kwan's disillusionment with his hero Sukarno leads him to desperate action, and a complex drama of loyalty and betrayal is played out in the eye of the political storm.",2,['Fiction'],492074,English,296pages,Christopher J. Koch,1594,3.88, Penguin Books,March1st1983,142,yes
1763,AnEducation:MyLifeMightHaveTurnedOutDifferentlyifIHadJustSaidNo,"Lynn Barber's true story, now a major film of the same name scripted by Nick Hornby.At 16, Lynn Barber was an ambitious schoolgirl working towards a place at Oxford, when she was picked up at a bus-stop by an attractive older man in a sports car. So began a relationship that almost wrecked her life.Barber's fascinating memoir takes us beyond this bizarre episode, revealing how it left her with an abiding mistrust of men which paradoxically led her to a promiscuous life-style at university until she met her husband-to-be. An Education tells how she went on to work for seven years at daring (for the times) men's magazine Penthouse before beginning her starry days as the Demon Barber - Britain's most entertaining and most feared interviewer. The book ends with an extraordinarily moving account of the early death of her husband. Her writing is refreshingly frank and funny.",0,['Nonfiction'],6534852,English,199pages,Lynn Barber,3032,3.34, Penguin,October15th2009,348,yes
1764,ShiningThrough,,0,['Fiction'],1918744,English,402pages,Susan Isaacs,3170,3.94, Harper & Row,July1st1988,210,yes
1765,ARoomwithaView/HowardsEnd,"Wit and intelligence are the hallmarks of these two probing portraits of the English character written by E.M. Forster. Both are stories of extreme contrasts--in values, social class and cultural perspectives. Romantic relationships lead to conventional happiness in the delightful social comedy A Room with a View, and to unexpected scandal in the richer, deeply moving novel Howards End.Howards End, which rivals A Passage to India as Forster's greatest work, makes a country house in Hertfordshire the center and the symbol for what Lionel Trilling called a class war about who would inherit England. Commerce clashes with culture, greed with gentility.A Room with a View brings home the stuffiness of upper-middle-class Edwardian society in a tremendously funny comedy that pairs a well-bred young lady with a lusty railway clerk and satirizes both the clergy and the English notion of respectability.Quintessentially British, these two novels have become twentieth-century classics. With an introduction and bibliography by Benjamin DeMott.",0,['Classics'],3088,English,449pages,E.M. Forster,2699,4.11, Signet,February4th1986,124,yes
1766,TheCatcherintheRye,"The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caulfield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days. The boy himself is at once too simple and too complex for us to make any final comment about him or his story. Perhaps the safest thing we can say about Holden is that he was born in the world not just strongly attracted to beauty but, almost, hopelessly impaled on it. There are many voices in this novel: children's voices, adult voices, underground voices-but Holden's voice is the most eloquent of all. Transcending his own vernacular, yet remaining marvelously faithful to it, he issues a perfectly articulated cry of mixed pain and pleasure. However, like most lovers and clowns and poets of the higher orders, he keeps most of the pain to, and for, himself. The pleasure he gives away, or sets aside, with all his heart. It is there for the reader who can handle it to keep. J.D. Salinger's classic novel of teenage angst and rebellion was first published in 1951. The novel was included on Time's 2005 list of the 100 best English-language novels written since 1923. It was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. It has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read.",2,['Classics'],5107,English,277pages,J.D. Salinger,2727837,3.81, Back Bay Books,January30th2001,57333,yes
1767,TheMosquitoCoast,"In a breathtaking adventure story, the paranoid and brilliant inventor Allie Fox takes his family to live in the Honduran jungle, determined to build a civilization better than the one they've left. Fleeing from an America he sees as mired in materialism and conformity, he hopes to rediscover a purer life. But his utopian experiment takes a dark turn when his obsessions lead the family toward unimaginable danger.",2,['Fiction'],130520,English,384pages,Paul Theroux,9508,3.83, Mariner Books,June1st2006,688,yes
1768,"CaptainAmerica:WinterSoldier,Volume1","Cap is awakened in the dead of the night by agents of S.H.I.E.L.D., who need the kind of help only he can provide. But the corpse he finds on the Helicarrier brings him face-to-face with the unthinkable, and opens doors to terror and manipulation he never dreamed possible! It's a new beginning as four-time Eisner-nominated Best Writer Ed Brubaker makes his Marvel debut, joined by white-hot artist Steve Epting. As the new regular creative team, they will take Cap's life in directions fans will never see coming!Collecting: ",0,['Sequential Art'],371997,English,168pages,Ed Brubaker,9829,4.16, Marvel,July19th2006,252,yes
1769,ThePursuitofHappyness,,0,['Nonfiction'],12561501,Indonesian,398pages,Chris Gardner,22468,4.2, MQS Publishing,2007,861,yes
1770,Nobody'sFool,"Richard Russo's slyly funny and moving novel follows the unexpected operation of grace in a deadbeat town in upstate New York—and in the life of one of its unluckiest citizens, Sully, who has been doing the wrong thing triumphantly for fifty years.Divorced from his own wife and carrying on halfheartedly with another man's, saddled with a bum knee and friends who make enemies redundant, Sully now has one new problem to cope with: a long-estranged son who is in imminent danger of following in his father's footsteps. With its sly and uproarious humor and a heart that embraces humanity's follies as well as its triumphs, Nobody's Fool is storytelling at its most generous.",0,['Fiction'],659388,English,549pages,Richard Russo,25385,4.11, Vintage,April12th1994,1939,yes
1771,TheThirty-FirstofJune,No description provided .,0,['Fantasy'],24912167,English,156pages,J.B. Priestley,135,3.78, Valancourt Books,June18th2014,11,yes
1772,"ILoveYouPhillipMorris:ATrueStoryofLife,Love,&PrisonBreaks","To escape from a Texas jail or prison once is unusual. To do it four times is incredible. To do it four times in five years and always on a Friday the 13th is the stuff of legend. Welcome to the world of Steven Russell. Con artist. Thief. Swindler. Embezzler. Hopeless romantic.A husband and father, Russell was a church organist, prosperous businessman, and onetime Boca Raton cop before turning to his life of crime. Arrested for a string of felonies, with a specialty in fraud, his real expertise turned out to be his uncanny ability to escape from jail. Between 1993 and 1998, he orchestrated a string of prison breaks that were as audacious as they were ingenious. Using whatever unlikely materials were at handa Magic Marker, a pay phone, a walkie-talkie, a pair of stolen bright red women's stretch pantsalong with an innate talent for analytical thinking and boundless quantities of sheer nerve, Russell again and again arranged his own ""early releases"" from jail. Unfortunately, for Russell, staying out of jail is another matter entirely.Over the years, it became increasingly clear that Russell's talent for escape is matched only by his knack for getting arrested. One thing always seems to trump Steven Russell's careful planning, cool head, and instinct for self-preservationlove. Russell cannot resist the urge to try and spring the great love of his lifea fellow inmate named Phillip Morris.In I Love You Phillip Morris, journalist Steve McVicker goes right to the heart of this improbable-but-true story of crime, punishment, and passion. Thanks to unprecedented and exclusive access to Russell, his family, and his friends, he retraces Russell's journey from small-town businessman to flamboyant white-collar criminal and jailhouse Houdini. It's the darkly comic tale of a man with a spectacular ability to manipulate almost everyone he meets, yet who is himself helpless in the face of love.",0,['Nonfiction'],1149775,English,246pages,Steve McVicker,311,3.53, Miramax Books,June25th2003,50,yes
1773,MeBeforeYou,"Discover the love story that captured over 20 million hearts in Me Before You, After You, and Still Me.They had nothing in common until love gave them everything to lose . . .Louisa Clark is an ordinary girl living an exceedingly ordinary life—steady boyfriend, close family—who has barely been farther afield than their tiny village. She takes a badly needed job working for ex–Master of the Universe Will Traynor, who is wheelchair bound after an accident. Will has always lived a huge life—big deals, extreme sports, worldwide travel—and now he’s pretty sure he cannot live the way he is.Will is acerbic, moody, bossy—but Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.A Love Story for this generation and perfect for fans of John Green’s The Fault in Our Stars, Me Before You brings to life two people who couldn’t have less in common—a heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?",1,['Romance'],15507958,English,369pages,Jojo Moyes,1143577,4.26, Pamela Dorman Books/Viking,December31st2012,82829,yes
1774,TheSevenPillarsofWisdom:atriumph,"Seven Pillars of Wisdom is an unusual and rich work. It encompasses an account of the Arab Revolt against the Turks during the First World War alongside general Middle Eastern and military history, politics, adventure and drama. It is also a memoir of the soldier known as 'Lawrence of Arabia'.Lawrence is a fascinating and controversial figure and his talent as a vivid and imaginative writer shines through on every page of this, his masterpiece. Seven Pillars of Wisdom provides a unique portrait of this extraordinary man and an insight into the birth of the Arab nation.",0,['History'],490798,English,672pages,T.E. Lawrence,8028,3.96, New Orchard Editions,March1st1986,665,yes
1775,Angels&Demons,"World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb, Langdon joins forces in Rome with the beautiful and mysterious scientist Vittoria Vetra. Together they embark on a frantic hunt through sealed crypts, dangerous catacombs, and deserted cathedrals, and into the depths of the most secretive vault on earth...the long-forgotten Illuminati lair.(back cover)",1,['Fiction'],960,English,736pages,Dan Brown,2667089,3.9, Pocket Books,April1st2006,29123,yes
1776,AllYouNeedIsKill,"There’s one thing worse than dying. It’s coming back to do it again and again… When the alien Gitai invade, Keiji Kiriya is just one of many raw recruits shoved into a suit of battle armor and sent out to kill. Keiji dies on the battlefield, only to find himself reborn each morning to fight and die again and again. On the 158th iteration though, he sees something different, something out of place: the female soldier known as the Bitch of War. Is the Bitch the key to Keiji’s escape, or to his final death?",1,['Science Fiction'],6255949,English,201pages,Hiroshi Sakurazaka,17215,4.06, Haikasoru,July21st2009,1754,yes
