,average_rating,author_id,text_reviews_count,name,ratings_count
72862,3.60,5001922,3,John  Christopher,5
72863,3.63,5990128,120,Jimmy Pudge,457
72864,4.22,8062179,122,Anne A. Wilson,456
72865,4.29,285493,12,Cheo Hodari Coker,111
72866,4.21,3945802,15,Vibe,143
72867,3.79,7376040,3,Hoang Nhat,14
72868,3.96,8106586,959,Aisha Saeed,3993
72869,4.43,16954318,3,Gulfem Cirak,14
72870,4.10,105456,125,Emily Post,1489
72871,3.25,9851034,19,Sumanto Aslam,380
72872,3.03,6982813,22,Peter Jason Payne,59
72873,4.00,7750787,1,Helen Brower,5
72874,3.78,131236,90,Daniel Miller,1020
72875,4.34,75986,52,Selwyn Hughes,524
72876,4.01,124522,129,Mika Sadahiro,4021
72877,3.62,1349694,6,Gordan Nuhanovic,104
72878,4.03,6949677,1,Debora Rancati,38
72879,4.24,7405446,182,Rosemary McCarney,487
72880,4.60,14969466,16,R.J. Nicolson,25
72881,4.13,4171252,86,Abu Umar Basyier,831
72882,3.56,6997041,11,Tom Bradley Jr.,72
72883,4.12,15813969,12,Faye P. Baker,104
72884,3.69,529973,73,Laurence Fearnley,442
72885,3.35,5805549,17,Pino Imperatore,118
72886,4.72,7031880,263,Iavor Tsanev,787
72887,4.81,10789660,227,Keti Ilieva,630
72888,3.62,4866084,3,Ernest A. Powdrill,24
72889,4.05,14252293,40,Jolene Cazzola,77
72890,3.15,3457745,2,Ayse Ozkay,34
72891,4.25,7852177,7,Vladimir London,63
72892,3.62,7443079,50,Ramon L. Presson,580
72893,4.00,9836438,3685,Bella Love-Wins,19634
72894,3.64,256134,1,Jack Shadoian,14
72895,3.63,326992,440,Andy Remic,3699
72896,3.93,3006723,158,Walter McDaniel,2202
72897,3.95,15068053,10,Whitney McFarland,37
72898,5.00,4583090,0,Matt Hicks,4
72899,3.91,7796578,55,Mandy De Sandra,124
72900,4.75,58446,2,Illuminati,8
72901,3.86,5244041,18,Olivia Downing,64
72902,3.39,53405,531,Michael  Greenberg,3363
72903,3.80,105508,547,David A. Vise,12680
72904,3.57,95467,80,Mark Malseed,497
72905,3.55,3200741,4,Gerhart Hinze,11
72906,3.88,472249,27,Bernd Rullkotter,545
72907,4.12,68728,29,Friedrich Griese,709
72908,3.98,36129,435,John Stossel,4291
72909,4.18,6243,3202,Robert Kurson,27928
72910,3.66,269228,482,Valorie Fisher,2467
72911,4.22,16948224,89,Mimi Matthews,145
72912,3.42,3155574,517,Michelle Hoover,2630
72913,3.84,1596534,462,Mary-Rose MacColl,2902
72914,4.16,2878486,16,Jose Maria Sison,79
72915,3.89,250312,123,Jaan Kross,2593
72916,3.92,7324772,24,Jesse Niemeijer,153
72917,4.19,6569952,70,Aaron Saylor,330
72918,3.61,1115934,32,Helene Frappat,236
72919,3.91,773552,77,Nancy Hendrickson,613
72920,4.25,6952801,222,Michelle Campbell-Scott,703
72921,4.25,4522765,62,Angela J. Ford,107
72922,3.17,16374900,3,Helena Kobicek Boye,6
72923,3.43,14592387,5,Cecilia Walton Agrell,21
72924,3.70,5252207,348,Nina Addison,2522
72925,4.00,8526862,1,`bd lqdr qdwr@,2
72926,3.65,4789892,265,Leila Rudge,1103
72927,4.15,201505,205,J. Scott Campbell,9699
72928,3.72,7391569,369,Carolyn Lee Adams,1798
72929,3.79,3105921,24,Stefano Ambrosio,226
72930,3.41,1089157,54,Sylvie Cohen,522
72931,3.60,709643,6,Dominique Edde,20
72932,3.67,8028308,45,Miguel Angel Alonso Pulido,132
72933,4.44,4822533,4,Terry Lloyd Vinson,9
72934,4.07,6477668,5,Eduardo Kasse,29
72935,5.00,1214076,2,Marsha Brandsdorfer,2
72936,3.72,4405725,26,Lato Lapsa,274
72937,3.36,5387311,95,Charles Warren Adams,301
72938,3.38,113849,187,George du Maurier,1217
72939,4.83,5387310,3,Ralph Rylance,6
72940,4.17,48335,3,Janet Ing Freeman,12
72941,4.01,3014847,54,Alejo Garcia Valdearena,794
72942,3.56,3187899,26,Feliciano Garcia Zecchin,73
72943,4.22,6449886,4,Leonardo Tondelli,9
72944,3.76,4590885,531,Hank  Edwards,2132
72945,4.02,1203260,12,Ben Lehman,64
72946,4.15,882882,189,Rex Stone,2573
72947,4.12,242743,110,Mike Spoor,1194
72948,3.97,651806,67,Belinda Gallagher,478
72949,4.50,446614,2,David L. Heller,4
72950,4.15,16767722,28,Adelaide Walsh,47
72951,3.75,291714,24,Rex A. Ewing,112
72952,4.00,786245,1,Gerard Nijsten,1
72953,3.64,209546,1610,Aubrey Rose,15362
72954,4.48,3014071,125,Ivo Siromahov,9376
72955,4.49,16743427,118,Ivo Siromakhov,8546
72956,4.09,1698804,8,Louise Grime,56
72957,3.35,3006443,43,`ly bn brhym lnml@,173
72958,3.99,458081,10,Horst Hockendorf,107
72959,4.67,691174,4,Lou Dematteis,9
72960,4.71,5792811,4,Kayana Szymczak,7
72961,3.84,356822,10,Trudie Styler,56
72962,3.87,161662,390,Sting,3996
72963,3.24,5219720,66,Fanny Yuanita,172
72964,3.90,1385636,9,Marci Donley,105
72965,3.62,3188655,53,Prolific Impressions Inc.,356
72966,3.53,3188656,9,Prolific Impressions Inc,51
72967,4.25,1066110,47,Danial Zainal Abidin,504
72968,4.09,29434,148,Sam Wellman,1918
72969,4.00,8382224,2,Paolo Daolio,6
72970,4.04,15819,416,Guy Debord,12325
72971,3.73,217205,579,Heather Sellers,3372
72972,4.04,62717,183,Burton Silver,1238
72973,4.00,62716,167,Heather Busch,1092
72974,3.78,185795,75,Galal Amin,838
72975,4.27,6495996,16,J.L. Greger,37
72976,4.23,3331049,13,Vladimir Svoboda,163
72977,4.00,13633473,1,Sergio di Siero,1
72978,3.89,7058063,30,Pierre-Denis Goux,173
72979,3.53,706269,981,Mons Kallentoft,10886
72980,3.00,7222780,3,U.S. Arms Control and Disarmament Agency,9
72981,3.45,301718,10,Paula Gillespie,83
72982,3.48,301717,12,Neal Lerner,88
72983,3.97,8448,304,Pam Johnson-Bennett,2261
72984,4.07,187663,281,Mark Van Doren,4530
72985,3.40,8146940,2,C.E. Gillihan,5
72986,3.80,7831833,91,Tim   Meyer,412
72987,4.65,6967621,11,Alicia Perry,20
72988,3.53,8395824,4,Dan   Anderson,19
72989,4.33,5625976,1,Joseph Jean Fauchon,3
72990,2.00,16114860,1,ymn lswyrky,3
72991,4.14,4794993,2170,Cameo Renae,20458
72992,3.07,165073,13,Kathryn Trueblood,59
72993,2.92,4378654,15,Xabier Gutierrez,78
72994,2.95,1057257,29,Ari Behn,338
72995,4.14,8302810,68,Dany Rae Miller,186
72996,4.17,211251,57,Pierre Gripari,1283
72997,3.91,1157561,70,Katherine Sully,304
72998,3.70,217603,52,Frank Endersby,273
72999,3.75,3166694,16,Anni Gethin,64
73000,3.75,3166695,16,Beth Macgregor,64
73001,3.43,616078,58,Andree A. Michaud,208
73002,3.53,133114,302,Nola Thacker,10307
73003,4.11,14982545,95,Ivan Bunin,4934
73004,3.90,693876,38,Wibke Bruhns,266
73005,3.96,502998,145,Edgar Hilsenrath,1705
73006,3.82,2905184,18,Jorg Stickan,269
73007,3.74,5087480,10,Sacha Zilberfarb,100
73008,4.21,1007773,25,Mitrush Kuteli,505
73009,3.74,67816,35,Martin Stephen,341
73010,3.66,4379889,73,Lydia Sharp,289
73011,4.43,16148595,7,Katharine Galgano,86
73012,3.98,1292475,2693,Matthew J. Kirby,15931
73013,3.68,281484,65,Karen Novak,575
73014,4.43,5779081,146,Johann Dettweiler,3435
73015,4.28,9537769,5,Joe Brack,167
73016,4.29,5762819,26,Cristiana Visan,273
73017,4.18,6422818,327,Ray Kingfisher,4458
73018,3.60,1211326,15,Mark Silcox,92
73019,4.83,6591518,4,A.V. Barber,12
73020,3.42,4662153,196,Maartje Wortel,1630
73021,3.91,7376908,277,Amie Nichols,1464
73022,3.86,2954164,85,Chrissie Perry,940
73023,3.71,283756,554,Kevin Dutton,6199
73024,4.33,5623325,2,Rali Meid'r,3
73025,3.68,4856204,24,J.T. Kalnay,156
73026,4.07,3340259,1367,Jenny Wingfield,7706
73027,3.82,4500956,163,Catherine Taber,486
73028,4.67,6423752,1,Elizabeth Glasband,3
73029,2.40,5372880,1,Pau Norontaus,5
73030,2.00,5573619,1,Ville Solkinen,2
73031,2.00,5573620,1,Metsamarja Aittokoski,2
73032,4.02,5573621,14,Mandy Baldwin,86
73033,4.25,6735818,311,Avery Gale,6913
73034,4.23,7378957,6,Deidre D. Havrelock,31
73035,3.98,1948538,25,Deidre Havrelock,54
73036,4.13,7190903,291,R.J. Blain,1824
73037,4.00,5539718,1,Gary Ree,7
73038,4.04,122065,22,Gary Rees,563
73039,4.52,144204,1035,Brad Wilcox,5152
73040,3.94,2877812,595,Isabel Alves,3724
73041,3.54,5805725,50,Anne Kemp,162
73042,3.55,110914,14,Eric Chester,132
73043,4.11,13080665,1765,Lee Savino,7827
73044,4.11,15809964,299,The Brit,1899
73045,3.44,6450076,3,Jason H. Bryan,9
73046,3.67,104681,64,Andrew Cook,643
73047,4.00,6537150,268,Amber Belldene,571
73048,4.10,4497534,82,Drago Stajduhar,805
73049,2.89,6888538,3,Petr Obraztsov,9
73050,2.33,5623322,1,P'ot'r Obraztsov,3
73051,3.27,2855518,18,Robbert Welagen,217
73052,3.88,754362,14,yoshimoto banana,200
73053,4.00,4180214,2,Hei Tian  aki,7
73054,3.00,16687060,4,D. V. Haines,4
73055,3.85,7085155,3,Photes Siatitsas,26
73056,3.74,8026733,47,Cathryn   Williams,688
73057,3.66,6519815,1722,'dhm shrqwy,9471
73058,3.84,452730,45,Akihito Tomi (Fu Ming Ren ),435
73059,4.06,2923990,90,mHsn slymny,915
73060,4.20,1077861,2,Paul D. Brownback,5
73061,3.63,4453965,62,David DeSteno,503
73062,4.01,1918472,38,Lydia Denworth,185
73063,3.75,1020467,241,Lewis Dartnell,1504
73064,5.00,13428945,1,Phillip A. Lombardi,1
73065,4.10,5766244,443,M.I. McAllister,8437
73066,4.08,17126,512,Margaret McAllister,8938
73067,4.27,1128803,30,The Times,380
73068,3.68,6570230,301,Amber Lough,1914
73069,3.67,93963,1420,Jessica Abel,10609
73070,3.33,43449,218,Alice Greenway,1235
73071,3.63,394530,215,Sharon Ihle,2342
73072,3.66,6799,309,Nelson George,2534
73073,4.33,5815549,47,Shiana,331
73074,4.19,12144,2421,James M. McPherson,39236
73075,3.69,796789,17,Joyce Barkhouse,108
73076,4.17,4750791,2,Odile Vailly,6
73077,3.69,7244235,4,H.D. Terech,16
73078,4.31,14196251,6,Stacey Dunn,13
73079,3.92,562567,96,R. David Lankes,521
73080,4.03,4035537,85,Christopher Baldwin,447
73081,2.86,1288124,2,Ichiro Okamoto,7
73082,2.00,6424131,1,Nikyu Murakawa,1
73083,3.48,90461,197,Michael Avallone,1164
73084,3.72,85063,29,David Miller Sadker,324
73085,3.54,148606,17,Karen R. Zittleman,169
73086,2.00,6424133,1,Tadashi Kusunoki,1
73087,2.00,6424134,1,Fujio Tsuchiya,1
73088,3.94,77001,76,Mike Blakely,517
73089,4.17,714590,44,Hans Henny Jahnn,301
73090,4.42,5037857,6,Malcolm R. Green,38
73091,3.97,7179945,59,Diane Bator,270
73092,4.05,189105,321,Richard D. Phillips,2571
73093,4.24,14987533,17,Bryan Shih,70
73094,3.62,603783,10,Bart Spicer,21
73095,4.10,1953420,28,Gabriela Popa,50
73096,4.04,15572101,2505,Kennedy Fox,15347
73097,3.50,14638663,1,MS Mary White Rowlandson,2
73098,3.86,6995777,1220,Justine Elvira,10220
73099,3.70,7741493,62,Eileen Proksch,509
73100,3.65,2979446,18,Malgorzata Warda,399
73101,3.69,1932492,15,Jessica Acs,51
73102,4.16,4269486,171,George Martin,2824
73103,3.98,5324380,10,Sarah   Walker,50
73104,4.06,496483,21,Samantha Gray,231
73105,4.14,296564,24,Beaumont Newhall,436
73106,4.65,7178734,7,Yael Rosenberg,34
73107,4.66,7178858,41,Sarah Mazor,117
73108,4.12,7697310,6,Cherizar Graham,8
73109,3.56,826733,5,Margaret E. Mooney,18
73110,3.80,2500572,3,Russel L. Tanner,5
73111,3.80,3861153,3,Margie Fletcher Shanks,5
73112,2.79,1013807,14,Brian Cullen,58
73113,3.65,1777681,185,R.A. Evans,1124
73114,3.88,11378087,2,M.R. Attar,8
73115,3.65,2983682,105,Daniel Sanchez Arevalo,829
73116,3.61,5056136,54,Patrizia Spinato,267
73117,3.39,37002,52,Randall Boyll,308
73118,4.07,3076501,19,Joey Pinkney,42
73119,3.83,4639981,1218,Brandon Montclare,8364
73120,3.89,7058022,229,Marco Failla,2125
73121,3.62,15225616,7,Olivia Rising,32
73122,3.90,7058667,157,Nghi Vo,546
73123,4.07,308839,22,Alexander Lobrano,163
73124,4.00,16031105,1,B.Boldsaikhan,1
73125,3.79,1332092,328,Jenna McCarthy,2011
73126,5.00,7309381,1,Kenneth N. Robinson,1
73127,3.75,590123,115,Jean Pare,1311
73128,3.65,16178951,9,Shearry Malone,17
73129,2.50,4257163,1,Arthur Keyser,2
73130,3.88,207466,291,Melinda Blanchard,2742
73131,3.88,149961,291,Robert Blanchard,2734
73132,2.96,14386762,8,Kate Archer,56
73133,3.67,1711295,2,Morris Marples,3
73134,3.84,1748082,15,Anita Chu,76
73135,4.04,68740,857,Jennifer Clement,5721
73136,4.16,5066337,3,Unbroken,38
73137,4.58,7769770,8,Robert Woeger,33
73138,3.82,6522189,41,Indra Sena,563
73139,4.09,2652,61,Abigail Johnson Dodge,376
73140,3.77,4520,8,Patricia Corrigan,74
73141,3.14,16010584,1,Kara Roth,14
73142,5.00,15065104,1,Conceicao Maia,1
73143,3.98,15109623,13,Olga Hernandez,52
73144,4.13,6893198,25,Roxy Hart,53
73145,3.64,503907,25,Valerio Magrelli,233
73146,3.57,6893195,5,Giacinto Magrelli,42
73147,3.74,7105090,75,Jennifer Collin,499
73148,3.53,2847488,7,David Berardelli,38
73149,3.51,13955925,451,Emily Albright,2054
73150,3.89,13832460,23,Shane Hall,45
73151,3.92,7498531,27,Tara Keogh,51
73152,3.71,5827158,1255,Amber Lin,5877
73153,3.76,22015,215,Greg Lawrence,2162
73154,3.66,13910950,82,Ravyn Rayne,125
73155,3.61,2401893,12,Jonathan Mayer,41
73156,3.62,7225370,4,India Plum,8
73157,3.93,250544,6,Walter Tracy,42
73158,3.82,4026673,2694,Blue Jeans,34140
73159,4.26,12572924,20,Eloise March,38
73160,4.15,7457181,40,Isabella Hargreaves,104
73161,4.29,17248,231,Whittaker Chambers,1685
73162,4.32,541864,182,Robert D. Novak,1467
73163,3.90,6573131,2411,Lindy Zart,16945
73164,3.77,5167134,1342,Caroline Hanson,17996
73165,4.35,1061015,401,Nazim Hikmet,8024
73166,3.09,7046862,2,Robert Fulson,11
73167,3.82,15176657,5,Mattia Ferraresi,11
73168,3.29,13568458,11,Caesar J.M. Kauftheil,17
73169,4.14,61402,145,Lajos Egri,1838
73170,4.13,3130594,107,Gilbert Miller,1356
73171,3.96,767633,1386,Neil Shubin,18734
73172,3.33,303951,1,Eric Schocket,6
73173,3.95,415717,564,Richard Piers Rayner,11134
73174,3.68,1737442,96,A.J. Davidson,562
73175,3.99,695495,21,Gunther Anders,175
73176,4.33,5278631,165,Margaret Gurevich,1170
73177,4.32,6622565,157,Brooke Hagel,1017
73178,4.12,16652,2153,John Howard Griffin,50590
73179,3.78,7011369,193,Valentina Giambanco,964
73180,4.37,311886,6,Led Zeppelin,165
73181,4.56,1180121,4,Carol Matz,279
73182,3.78,554636,1,Miranda Levy,9
73183,4.14,414516,7,Leigh Franklin James,76
73184,3.71,955973,175,Andrzej Ziemianski,11449
73185,3.91,472858,6,John L. Phillips,46
73186,3.90,191406,57,Dorothy Rowe,541
73187,3.77,29018,348,Gordon Livingston,2515
73188,3.80,5220978,240,Nancy Herriman,1002
73189,4.00,5810427,6,Amanda McKnight,17
73190,3.66,530926,86,Matthew David Brozik,506
73191,3.16,4149980,53,Lloyd J. Schwartz,222
73192,4.50,3427511,3,Judith Wolfsberger,20
73193,3.88,6561195,2449,Jessica Brockmole,12224
73194,4.00,15565026,3,Justen Davila,4
73195,3.71,263386,3,Stephen R. Palmquist,24
73196,4.04,11039,47,Werner S. Pluhar,5959
73197,4.15,6564893,86,Erin Cawood,328
73198,4.03,568314,15,Aryeh Neier,171
73199,3.97,50704,682,Tim Gautreaux,5024
73200,3.91,42197,219,Jeanie Franz Ransom,800
73201,4.03,296085,20,Kathryn Kunz Finney,60
73202,3.80,45852,2709,Elizabeth Flock,26020
73203,4.05,8058758,92,`iichuue`efinghliw,777
73204,4.09,8074776,73,Yi Shi Feng Liu,623
73205,4.07,14162398,88,Yi Shi Feng Liu,746
73206,4.42,2679283,34,Adrienna Turner,77
73207,3.96,4038229,26,Rien van der Kraan,262
73208,3.85,94211,236,Geoffrey Howard,949
73209,3.30,3195443,6,Terri Orbuch,44
73210,4.67,8073257,1,G.E. Desaulniers,3
73211,3.83,4172630,189,Marieke van Laake,1756
73212,3.74,538574,423,Carmen Reid,6272
73213,4.09,5168976,144,Silvia Demi,934
73214,4.33,8119241,2,HmydrD shh abdy,6
73215,4.00,4092251,2,Norbert Coulehan,2
73216,4.38,8342902,35,K.K. Weil,48
73217,4.31,6440521,7,Des McAnulty,26
73218,3.44,7756706,10,Sharon Canipe,36
73219,3.42,7788971,6,Steve Canipe,24
73220,4.04,6952258,3,Sibel Oral,55
73221,3.37,123286,20,Shana Priwer,121
73222,3.60,423556,21,Theodore Vrettos,84
73223,3.50,1253553,2,John Fitzmaurice,2
73224,3.96,3257066,2,Jess P. Shatkin,23
73225,3.64,13071029,429,Andy  Jones,3329
73226,3.87,227773,63,Margaret Wehrenberg,525
73227,3.30,843658,43,Stefani Hid,335
73228,3.46,590135,32,Evan Rail,346
73229,4.02,201475,667,Graham Roumieu,4348
73230,3.66,5348195,213,George Moore,1634
73231,3.66,59518,161,Rhoda Blumberg,1437
73232,3.68,116701,46,Mary Morgan,231
73233,4.04,1183319,148,Roger Thurow,949
73234,4.39,14979062,13,Isabelle Joshua,23
73235,3.93,104978,66,Michael Linenberger,696
73236,3.93,226020,4,James L. Schaller,28
73237,3.38,4885230,5,Ricci Lane,8
73238,4.05,933343,182,Frances Watts,821
73239,3.63,176064,262,Gregory Rogers,1331
73240,4.19,61561,379,Pam Adams,27633
73241,4.16,5694283,656,Duff McKagan,7735
73242,3.83,8384212,64,Chris Kornelis,415
73243,3.51,345739,658,Adam Selzer,3512
73244,3.43,2956202,29,Cecile Moran,169
73245,3.58,411517,45,Pascale Haas,233
73246,3.76,4275367,3,Khawaja Razi Haider,25
73247,4.26,766319,14,Chris Lilly,195
73248,3.81,2925399,21,J.P. Sandy,58
73249,3.09,336971,46,Emily Dubberley,312
73250,4.01,696355,3718,Ilana Tan,50229
73251,3.80,531265,2,Alastair H. Fitter,96
73252,4.02,335397,10,David More,88
73253,4.14,7103323,4,A.L. Bridges,56
73254,0.0,3348649,1,Warren Akin Candler,0
73255,3.16,643672,42,Marcel Dube,752
73256,4.02,312934,138,Mayne Reid,9119
73257,4.02,6887258,5,Tomas Main Rid,324
73258,3.42,5271667,2,Alla Makarova,12
73259,3.94,106872,20,Abingdon Press,218
73260,4.00,94842,23,Gerhard von Rad,247
73261,4.25,8300537,28,Sebastien Tissandier,53
73262,4.27,7500339,386,Irish Winters,2924
73263,3.97,130236,568,Anne D. LeClaire,6009
73264,2.74,6897263,24,Bruno De Roover,137
73265,4.11,9806664,9,Rachel,19
73266,3.67,7474175,2,Richard Livsey,6
73267,4.09,359615,8,Veronique David-Marescot,152
73268,3.93,14549893,4,Blake C. Clayton,14
73269,4.00,382932,10,Sharon Beder,63
73270,3.82,850675,3,Richard Gosden,11
73271,3.82,2977821,3,Wendy Varney,11
73272,3.33,8291815,1,Stephanie Glen,6
73273,4.17,7177256,3,James R. Hardin,6
73274,3.74,61946,533,Christa Wolf,6718
73275,3.77,294020,27,Tom Wallace,128
73276,3.58,14747,83,Michael Avi-Yonah,688
73277,3.79,14286325,28,Veryan Williams-Wynn,33
73278,4.24,694691,8,Jim Rosemergy,66
73279,3.00,8392295,2,Tyler Clifford,1
73280,4.32,480909,13,Bruce L. Benson,138
73281,4.29,5786054,114,Edward R. Hackemer,159
73282,4.14,15088270,9,Briana Borten,35
73283,4.17,15088271,9,Peter Borten,36
73284,3.95,7320384,135,Anne  Katherine,1070
73285,4.05,75647,11,Ephraim Radner,91
73286,3.58,33364,102,Paul Emil Erdman,1150
73287,3.78,60936,329,Kevin Canty,2572
73288,3.73,551659,4,William Hunt,79
73289,3.55,152630,103,Varla Ventura,765
73290,3.82,703861,2,Charles T. Powell,11
73291,3.27,4395695,3470,Edan Lepucki,21514
73292,4.02,6604293,62,ywsf nd,330
73293,3.99,6729386,55,Youssef Nada,305
73294,3.78,20218,116,Douglas Thompson,749
73295,4.00,6897192,53,dwjls twmswn,288
73296,4.00,510084,1427,Kallysten,5703
73297,4.11,1332155,4,Lisa Soland,9
73298,3.46,7554736,12,M.G. Gardiner,82
73299,2.60,6524284,2,njH lm`mwry,30
73300,3.93,292414,240,Susanna Reich,866
73301,3.73,6423090,1249,Ophelia London,6375
73302,3.97,7304567,223,Savannah  Stewart,948
73303,3.53,286203,9,Arnold Pacey,118
73304,4.05,243991,811,Robert van Gulik,14530
73305,4.16,1380435,156,Yukako Kabei,2235
73306,4.52,14058058,155,Kimber  Lee,1314
73307,3.72,6909849,43,Tracy Sweeney,263
73308,3.96,374118,116,Toby A.H. Wilkinson,927
73309,4.57,7247490,4,Cate Sutherland,7
73310,3.38,705126,144,Denyse Beaulieu,999
73311,3.86,220179,170,Cordelia Strube,763
73312,4.71,7815662,1,Gregory Ross,7
73313,3.80,190444,18,Fahimeh Amiri,46
73314,3.29,939107,60,Stephen Weir,425
73315,3.84,4776766,79,Nathan Yau,1304
73316,3.86,16611951,9,Marie-Eve Cotton,36
73317,4.40,14070833,2,H.R. Malkiel,10
73318,3.86,16835498,37,London Michelle,42
73319,3.67,13096334,28,Olivia Storm,48
73320,3.22,3099200,60,Amy Redwood,339
73321,4.12,6436758,166,Michael Loring,380
73322,3.94,1214059,17,Pierre Martin,178
73323,3.58,379642,12,Margaret Barbalet,31
73324,3.75,5137789,1,Thomas Bodley,4
73325,4.05,2953073,133,Rich DiSilvio,321
73326,2.85,9940753,30,`mr fySl l`mr,196
73327,3.85,6884982,2,Emilia Maria Bagao e Silva,13
73328,3.97,2796909,5,Martine Provis,39
73329,3.50,14156736,57,Mabel Diaz,234
73330,4.60,5222848,10,Brian Patrick McKinley,67
73331,5.00,15414310,1,Sarah Eakin,1
73332,3.90,294118,5,Yves Jacob,10
73333,3.98,708559,5,Victor T. King,44
73334,3.60,940419,1,Clement H. Dodd,5
73335,3.13,338894,24,tqy mdrsy,82
73336,3.61,704351,175,Karen Tayleur,1196
73337,4.31,14052710,10,Claudia Crocioni,32
73338,3.67,14509022,4,Michael Bassen,9
73339,3.67,14509023,4,Tho Dinh,9
73340,4.13,730894,437,John Jennings,1970
73341,4.31,14128367,20,Stacey Robinson,51
73342,3.56,1952149,13,Stefan Nink,79
73343,3.60,3076671,97,Jaron Lee Knuth,1306
73344,3.94,8446830,3,Calli Hunt,17
73345,3.50,2023333,3,Brockhaus,16
73346,3.67,4132993,6,Minna Vuohelainen,21
73347,3.38,269165,7,Anne Caldwell,26
73348,3.59,7391066,93,Polly  James,402
73349,3.93,1962990,13,J. Timothy King,30
73350,3.50,233033,39,Sebastian Beaumont,189
73351,4.02,78755,422,Margaret Davidson,5221
73352,4.14,8052477,428,Kacey Hamford,1699
73353,5.00,15996168,4,Cathy   Thomas,6
73354,3.60,1003223,2,J. William Frost,10
73355,5.00,394011,1,James Jenkins,1
73356,4.24,5571007,128,Belkis Corakci Disbudak,2283
73357,3.78,279624,19,Merle Drown,68
73358,1.00,7391798,1,Chris Koopmans,1
73359,2.00,6941806,1,Progresso Foods Co.,1
73360,3.60,111624,15,Marion Elliot,109
73361,3.00,104455,1,Angela Wiles,2
73362,3.85,6024,162,Angela Wilkes,1796
73363,2.67,3921401,2,C. Garbera,3
73364,4.08,7704080,67,wiirphr nitipraphaa,385
73365,3.78,852970,96,Catherine Astolfo,352
73366,3.16,6443742,14,Baris Uygur,137
73367,3.96,148671,87,Buddy Scalera,1233
73368,3.89,4747601,48,Milos Durdevic,606
73369,4.33,5464205,2,Artie Spasaro,3
73370,4.00,4599769,3,T.K. Turner,3
73371,3.97,324682,6,Neven Orhel,65
73372,3.98,4892328,7,Tracy Brian,66
73373,3.99,254415,23,Colin Rose,233
73374,4.22,16025426,5,Kim Hemphill,9
73375,4.04,7388964,181,C.A. Gray,622
73376,3.51,15385354,163,Luca D'Andrea,854
73377,4.26,5783229,837,Rose Christo,6795
73378,3.56,7355027,9,Shirley Graetz,39
73379,4.06,5298385,755,Jennifer Loren,9036
73380,3.68,7355033,25,Welcome Cole,50
73381,5.00,6947459,1,Charlotte L. Angin,3
73382,3.92,9788246,7,LaVonna Moore,12
73383,2.00,4604005,1,Hamilton T. Burden,1
73384,4.20,989224,2,Adolf A. Berle,30
73385,4.08,701059,56,Marit Tornqvist,428
73386,4.18,7756237,18,Dianne J. Wilson,108
73387,3.51,2891233,112,Joao Barreiros,547
73388,4.08,253585,4,Mitsuye Yamada,40
73389,3.39,8341809,28,J.D. Rockefeller,175
73390,4.00,8189341,1,Natalia Hatalska,8
73391,4.15,6435394,29,Vorabiza,329
73392,3.87,1309817,107,J.D. Davies,951
73393,4.61,6204486,35,Chaim Bentorah,233
73394,4.29,48085,65,Mary Ellen Mark,563
73395,2.95,6250674,23,Natalia Belting,74
73396,3.95,82645,45,Bernarda Bryson,269
73397,4.25,8184871,1285,J.A. DeRouen,4713
73398,4.20,21921,571,Andrew Matthews,6047
73399,3.62,61007,439,Jake Arnott,3817
73400,4.50,15863891,2,Lucas Jim,6
73401,4.00,137676,56,George Jones,446
73402,3.59,3937110,4,William E. Berry Jr.,27
73403,4.27,6015788,59,J.D. Lakey,319
73404,4.78,16945598,3,Corene Werhane,18
73405,4.27,14876769,16,Dylan Drake,162
73406,4.83,7411477,1,Garabet Moumdjian,12
73407,5.00,7899789,1,Inanc Atilgan,1
73408,3.67,7899772,2,`ly brhym Hsn,6
73409,4.12,183191,22,Liz Soars,597
73410,4.11,183190,20,John Soars,589
73411,3.38,873669,18,Ulrich Tukur,111
73412,4.44,9802018,202,Jill Kemerer,491
73413,3.62,4608268,16,B.L. Bonita,50
73414,2.77,3180590,3,London Knight,26
73415,4.15,7836815,94,Janith Hooper,1078
73416,3.89,6928157,7,Ruth    Miller,53
73417,4.19,7248680,11,Christopher P Huntingford,16
73418,3.83,6455406,6,mHmd Hmd mHmd,29
73419,4.60,6541615,1,Daniel Hoblea,5
73420,3.53,190614,19,Owen Hill,55
73421,3.57,3044475,2,Sarah Gorman,7
73422,3.67,6438755,1,Shubha Singh,6
73423,3.97,3226173,3,Latika Padgaonkar,29
73424,3.95,6438754,5,`bd llh `mr ldmyjy,22
73425,3.47,66622,2529,Alexandra Ripley,51459
73426,3.98,813442,7,Colin De Silva,178
73427,3.97,9501,157,Jim Ware,1765
73428,3.12,193860,23,Amanda Prantera,137
73429,3.66,1331342,70,G. Wells Taylor,638
73430,4.45,13718654,2,Aspasia Blakhou,29
73431,3.59,84000,9,Evelyn Wolfson,66
73432,3.73,1079136,1771,Anne Osterlund,15762
73433,4.00,13718656,1,M.Arce De Vazquez,1
73434,3.78,5039253,7,Clemente Giannini,55
73435,3.83,521272,167,Fulvio Ferrari,836
73436,3.00,14687116,1,Stephane Douailler,2
73437,4.17,2714806,4,C. Harry Brooks,24
73438,3.68,51119,194,Jenna Ryan,769
73439,5.00,8066814,2,Judith Mason,6
